Tweet_Text,Sentiment,Tweet URL
"Profit before taxes amounted to EUR 56.5 mn , down from EUR 232.9 mn a year ago .",Negative,negative
"Profit before taxes decreased by 9 % to EUR 187.8 mn in the first nine months of 2008 , compared to EUR 207.1 mn a year earlier .",Negative,negative
Profit before taxes decreased to EUR 31.6 mn from EUR 50.0 mn the year before .,Negative,negative
"Profit before taxes was EUR 4.0 mn , down from EUR 4.9 mn .",Negative,negative
"The company 's profit before taxes fell to EUR 21.1 mn in the third quarter of 2008 , compared to EUR 35.8 mn in the corresponding period in 2007 .",Negative,negative
"In August-October 2010 , the company 's result before taxes totalled EUR 9.6 mn , up from EUR 0.5 mn in the corresponding period in 2009 .",Positive,positive
Finnish Bore that is owned by the Rettig family has grown recently through the acquisition of smaller shipping companies .,Positive,positive
The plan is estimated to generate some EUR 5 million ( USD 6.5 m ) in cost savings on an annual basis .,Positive,positive
"Finnish pharmaceuticals company Orion reports profit before taxes of EUR 70.0 mn in the third quarter of 2010 , up from EUR 54.9 mn in the corresponding period in 2009 .",Positive,positive
"Finnish Sampo Bank , of Danish Danske Bank group , reports profit before taxes of EUR 152.3 mn in 2010 , up from EUR 32.7 mn in 2009 .",Positive,positive
"Profit after taxes for the period was up to EUR0 .9 m , from EUR0 .01 m last year .",Positive,positive
"Profit before taxes was EUR 5.4 mn , up from EUR 3.6 mn a year earlier .",Positive,positive
11 August 2010 - Finnish measuring equipment maker Vaisala Oyj HEL : VAIAS said today that its net loss widened to EUR4 .8 m in the first half of 2010 from EUR2 .3 m in the corresponding period a year earlier .,Negative,negative
"Finnish power supply solutions and systems provider Efore Oyj said its net loss widened to 3.2 mln euro $ 4.2 mln for the first quarter of fiscal 2006-2007 ending October 31 , 2007 from 900,000 euro $ 1.2 mln for the same period of fiscal 2005-06 .",Negative,negative
"ADP News - Apr 22 , 2009 - Finnish business information systems developer Solteq Oyj HEL : STQ1V said today its net loss widened to EUR 189,000 USD 245,000 for the first quarter of 2009 from EUR 10,000 for the same peri",Negative,negative
Salonen added that data shows producers ' pulp inventories in North America are declining . ',Negative,negative
The Elcoteq group recently announced that the last three months of the previous year brought to it a major loss of more than half a billion kroons ( EUR 32 mln ) for the fifth quarter running .,Negative,negative
"For the current year , Raute expects its net sales to increase and the operating result -- to be positive .",Positive,positive
"Turnover surged to EUR61 .8 m from EUR47 .6 m due to increasing service demand , especially in the third quarter , and the overall growth of its business .",Positive,positive
"As a result , the company currently anticipates net sales to increase and the operating result to be positive .",Positive,positive
"`` UPM 's deliveries increased during the third quarter by 4 percent , and the efficiency of operations improved , '' Chief Executive Jussi Pesonen said .",Positive,positive
"Global sports equipment maker Amer Sports Corp. , whose brands include Atomic , Salomon and Wilson , saw a 64 percent increase in third-quarter net profit to EURO 47.4 million $ 65 million on strong sales and cost cuts .",Positive,positive
"Due to rapid expansion , the market share of Tallink in terms of passenger carriage through Tallinna Sadam Port of Tallinn totaled 55 percent in November against 45.7 percent in November 2005 .",Positive,positive
Cash Flow from Operations for the most recent quarter also reached a eight year low .,Negative,negative
"Earnings per share ( EPS ) amounted to EUR0 .98 , up from the loss of EUR0 .02 .",Positive,positive
"Earnings per share ( EPS ) were EUR0 .03 , up from the loss of EUR0 .083 .",Positive,positive
"Operating profit totalled EUR 0.4 mn , up from an operating loss of EUR 0.8 mn year-on-year .",Positive,positive
"Operating profit totalled EUR 7.0 mn , up from a loss of EUR 4.0 mn in the second quarter of 2009 .",Positive,positive
Operating result including non-recurring items rose to EUR 146mn from a loss of EUR 267mn in 2009 .,Positive,positive
"Tiimari , the Finnish retailer , reported to have geenrated quarterly revenues totalling EUR 1.3 mn in the 4th quarter 2009 , up from EUR 0.3 mn loss in 2008 .",Positive,positive
"Earnings per share EPS amounted to EUR0 .03 , up from the loss of EUR0 .08 .",Positive,positive
"Operating profit totalled EUR 5.8 mn , up from a loss of EUR 1.7 mn in the fourth quarter of 2009 .",Positive,positive
"Operating profit was EUR 0.6 mn , up from a loss of EUR 19mn a year earlier .",Positive,positive
The investments and operational changes enable additional optimisation of the working hours and thereby further cost savings of some 7 % -9 % .,Positive,positive
"Shareholder 's full name and ID code : - Petri Ailus , born 15.9.1966 For further information , please contact Isto Hantila , CEO , tel. +358 9 591 8342 .",Neutral,neutral
"9 September 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today its net sales rose by 2 % year-on-year to EUR5 .7 m in August 2010 , driven by growth in Finland , while demand in the Baltics remained weak .",Positive,positive
"By 14:29 CET on Monday , shares in Bavarian Nordic had climbed 1.21 % to DKK250 on the stock exchange in Copenhagen after having lost 7.41 % in the past month .",Positive,positive
"For example , net sales increased by 5.9 % from the first quarter , and EBITDA increased from a negative EUR 0.2 mn in the first quarter of 2009 .",Positive,positive
"At this growth rate , paying off the national debt will be extremely painful .",Negative,negative
`` Our customer has been satisfied with Basware Invoice Automation solution and extends the implementation to new geographies .,Positive,positive
` By separating side businesses we will be able to faster expand and develop Tapro retail network .,Positive,positive
"According to Viking Line 's Managing Director , Nils-Erik Eklund , the company 's Board of Directors is very satisfied with Viking Line 's performance .",Positive,positive
Combining this deep domain expertise with our Application Service Management ASM and outsourcing service offerings has now proved to be a winning combination .,Positive,positive
"Finnish construction company YIT Oyj said on November 13 , 2007 it won a 70 mln euro $ 102.8 mln contract to construct the new office building for local property company Tapiola Real Estate Oy .",Positive,positive
Major Order in India Comptel Corporation has received a significant long-term order for mediation and provisioning solutions being used by a leading operator in India .,Positive,positive
Olvi has posted a strong set of figures for the first six months of this year .,Positive,positive
Operating profit improved by 27 % to EUR 579.8 mn from EUR 457.2 mn in 2006 .,Positive,positive
Our standardised services have met with a positive reception among our customers as well as at Itella .,Positive,positive
Performance in the second half of 2009 exceeded expectations .,Positive,positive
Ponsse projects the forest machine markets to improve more than expected in 2010 from the previous year .,Positive,positive
"Ragutis , which is based in Lithuania 's second-largest city Kaunas , boosted its sales last year 22.3 per cent to 36.4 million liters .",Positive,positive
"Raisio 's bid to buy Glisten is a `` win-win '' deal for both companies , the chairman of the UK snacks firm told just-food today 10 February .",Positive,positive
The aim is an annual improvement in Ruukki Construction 's operating profit of more than EUR 3 million USD 4.1 m starting in 2009 .,Positive,positive
"The transaction will have a positive impact of around EUR2m on earnings , which Ruukki will recognize during the fourth quarter of this year .",Positive,positive
`` The combined activities will create value for shareholders and be good for our employees and customers .,Positive,positive
`` The trend in the sports and leisure markets was favorable in the first months of the year .,Positive,positive
27 January 2011 - Finnish IT solutions provider Affecto Oyj ( HEL : AFE1V ) said today it has won a EUR1 .2 m ( USD1 .6 m ) contract from state-owned Lithuanian Social Insurance Institution ( SODRA ) .,Positive,positive
Finnish construction group Lemmink+ñinen has been awarded two road building contracts by the Lithuanian transport administration .,Positive,positive
"Finnish flexible packaging manufacturer Suominen Corporation reports net sales of EUR 54.5 mn in the first quarter of 2008 , compared with EUR 54.3 mn a year earlier .",Positive,positive
"Finnish Metso Paper has been awarded a contract for the rebuild of Sabah Forest Industries ' ( SFI ) pulp mill in Sabah , Malaysia .",Positive,positive
Finnish Outokumpu Technology has been awarded several new grinding technology contracts .,Positive,positive
Finnish Rautaruukki has been awarded a contract to supply and install steel superstructures for the Partihallsf+Ârbindelsen bridge in Gothenburg in Sweden .,Positive,positive
"According to Atria 's President and CEO Matti Tikkakoski , the company 's Swedish operations significantly improved in the first quarter .",Positive,positive
"According to Nordic financial group Nordea 's analyst Sami Sarkamies , this makes Nokia 's portfolio competitive again .",Positive,positive
"Arvo Vuorenmaa , the Loviisa plant 's general manager said the application for the new licence was a `` standard '' procedure and that he was `` quite confident '' about approval being granted .",Positive,positive
"BasWare 's CEO Ilkka Sihvo comments in conjunction with the Interim Report : `` As a whole , BasWare succeeded well in the second quarter of 2007 .",Positive,positive
Cision says the sale will return its U.K. operation to profitability .,Positive,positive
"Citigroup , Inc ( NYSE : C ) has announced that its Global Transaction Services ( GTS ) business has been awarded a new mandate by Finland-based Pohjola Bank Group .",Positive,positive
"Department store sales improved by 14 % to EUR 1,070.6 mn .",Positive,positive
"Finland 's national carrier Finnair PLC carried a record 8.5 million passengers in 2005 , an increase of 4.5 percent on the previous year , the airline reported Tuesday .",Positive,positive
"Finnair PLC carried a record 8.8 million passengers in 2006 , an increase of 3.5 percent on the previous year , the Finnish national carrier reported Tuesday .",Positive,positive
"Finnish consulting and engineering group Poyry Plc ( OMX Helsinki : POY ) said on Wednesday ( 1 October ) that it has been awarded a contract by Tanqia Dibba FZC as owner-engineer for the wastewater system of Dibba , Emirate of Fujairah , UAE .",Positive,positive
Finnish handling systems company Cargotec Oyj ( HEL : CGCBV ) said today that it won a EUR 13 million ( USD 16.6 m ) contract to deliver MacGregor hatch covers for ships ordered by Norwegian shipowner Grieg Shipping .,Positive,positive
"Finnish steel maker Rautaruukki Oyj ( Ruukki ) said on July 7 , 2008 that it won a 9.0 mln euro ( $ 14.1 mln ) contract to supply and install steel superstructures for Partihallsforbindelsen bridge project in Gothenburg , western Sweden .",Positive,positive
"However , the broker gave an `` outperform '' recommendation on the stock .",Positive,positive
Last year SysOpen Digia invested in IBM product know-how in the building of portal and trading place systems and successfully implemented customer solutions supported by it .,Positive,positive
"( ADP News ) - Oct 1 , 2008 - Finnish consulting and engineering company Poyry Oyj ( OMX : POY1V ) said today it was awarded a EUR 5.2 million ( USD 7.4 m ) extension to their existing consultancy engineering contract with Venezuel",Positive,positive
"( ADP News ) - Oct 31 , 2008 - Finnish food company Raisio Oyj ( OMX : RAIVV ) said today that its net profit jumped to EUR 16.4 million ( USD 20.9 m ) for the first nine months of 2008 from EUR 1.1 million for the same period of 2",Positive,positive
"( ADP News ) - Sep 30 , 2008 - Finnish security and privacy software solutions developer Stonesoft Oyj said today that it won a USD 1.9 million ( EUR 1.3 m ) order to deliver its StoneGate network security products to an unnamed Russian te",Positive,positive
Outotec 's net profit for the second quarter of 2007 jumped to 16.8 mln euro ( $ 23.1 mln ) from 4.6 mln euro ( $ 6.3 mln ) a year ago .,Positive,positive
Pretax profit jumped to EUR 21.9 million from EUR 3.1 million .,Positive,positive
"Profitability ( EBIT % ) was 13.9 % , compared to 13.1 % in the previous-year period .",Positive,positive
"Sales improved to SEK 1,553 mn , compared with SEK 1,408 mn .",Positive,positive
"Savon koulutuskuntayhtyma , Finland based company has awarded contract for specialist agricultural or forestry machinery .",Positive,positive
SKF 6 April 2010 - Alandsbanken has given a `` buy '' recommendation on Swedish industrial company SKF AB ( STO : SKF B ) with a share price target of SEK150 .,Positive,positive
Sports equipment sales also progressed well owing to the prolonged winter season .,Positive,positive
TELE2 Affarsvarlden gave a `` buy '' recommendation on mobile operator Tele2 AB and a share price target of 142 crowns ( $ 23.54 - 15.19 euro ) .,Positive,positive
The acquisition will have an immediate positive impact on Aspocomp 's financial result .,Positive,positive
"The Australian company Mirabela Nickel has awarded Outokumpu Technology a contract for grinding technology for its nickel sulfide project in Bahia State , Brazil .",Positive,positive
The company also said that in Poland a profitability program has been launched at the Oborniki steel frame and sandwich panel plant .,Positive,positive
The Group also has a strong global position in other fishing categories .,Positive,positive
"The original name Componenta +àm+Ñl , as a subsidiary of the Finnish Componenta Group , has been changed to +àm+Ñl Components and the company has seen a 63 % growth in Q1 2010 , in comparison to Q1 2009 .",Positive,positive
This resulted in improved sales figures in Sweden .,Positive,positive
- UPM-Kymmene upgraded to ` in-line ' from ` underperform ' by Goldman Sachs .,Positive,positive
`` Demand for sports equipment was good in 2005 .,Positive,positive
Finlan 's listed food industry company HKScan Group controlled companies in the Baltics improved revenues by EUR 3.5 mn to EUR 160.4 mn in 2010 from EUR 156.9 mn in the year before .,Positive,positive
"Finnish airline Finnair has won a deal with the UK public sector to be the official airline for flights from London Heathrow to Osaka in Japan , as well as flights between Manchester in the UK and Helsinki in Finland .",Positive,positive
Finnish Cargotec 's Kalmar has received a significant order from the US Department of Defense .,Positive,positive
Cargotec Germany GmbH has been awarded a contract by Stadtverwaltung Mainz for chassis bodies under Open procedure .,Positive,positive
"Earnings per share for the quarter were also higher year-on-year at 0.33 eur versus 0.27 , and above market expectations of 0.28 eur .",Positive,positive
"EBITDA for the year 2009 improved to EUR484m , as compared with EUR472m in 2008 .",Positive,positive
"Finnish construction group Lemminkainen Oyj HEL : LEM1S said today it has won a contract to provide technical services for the Nevsky Centre shopping mall to be opened in November in St Petersburg , Russia .",Positive,positive
"Finnish software developer Basware Oyj said on November 30 , 2006 its U.S. subsidiary Basware , Inc. won an order to provide software for contract lifecycle management to an unnamed U.S. medical technology company .",Positive,positive
"However , sales volumes in the food industry are expected to remain at relatively good levels in Finland and in Scandinavia , Atria said .",Positive,positive
Nordea sees a return to positive growth for the Baltic countries in 2011 .,Positive,positive
Operating profit improved by 16.7 % to EUR 7.7 mn .,Positive,positive
Operating profit improved by 39.9 % to EUR 18.0 mn from EUR12 .8 mn .,Positive,positive
Operating profit improved by 44.0 % to ER 4.7 mn from EUR 3.3 mn in 2004 .,Positive,positive
Operating profit improved to EUR 20.3 mn from EUR 11.4 mn .,Positive,positive
"Previously , the company anticipated its operating profit to improve over the same period .",Positive,positive
Productional situation has now improved .,Positive,positive
Rautaruukki said construction group YIT has awarded it a 2.5 mln eur contract to supply the steel structures for a new bridge spanning the Kemijoki river in Northern Finland .,Positive,positive
"Sales came in at 241 mln eur , compared with 211.4 mln , and also beating consensus forecasts of 235 mln eur .",Positive,positive
"Thanks to the multiplying effect of wagon performance , transport will be much more efficient , '' says development manager Juha Malkia from VR Cargo .",Positive,positive
"The company , which makes garden tools , scissors and other consumer goods , said earnings were boosted by 6.9 mln eur of income it received from its 16.7 pct shareholding in Finnish engineering group Wartsila .",Positive,positive
The company anticipates its turnover for the whole 2010 to surpass that of the previous year when it was EUR 67.1 million .,Positive,positive
The EPS improved to EUR0 .38 from EUR0 .27 .,Positive,positive
"The financial impact is estimated to be an annual improvement of EUR2 .0 m in the division 's results , as of fiscal year 2008 .",Positive,positive
"The financial impact is estimated to be some 1.5 MEUR annual improvement in the division 's result , starting from fiscal year 2007 .",Positive,positive
The rationalization of the operations seeks to achieve over EUR 1 million in yearly savings as from the second quarter of the current financial year .,Positive,positive
"The sale , which will result in a gain of some EUR 60 million in the second quarter of 2010 for Oriola-KD , supports the Finnish company 's strategy to focus on pharmaceutical wholesale and retail operations .",Positive,positive
"Turun kaupunkin , Finland based company has awarded contract to Lemminkainen Talotekniikka Oy for electrical installation work .",Positive,positive
These moderate but significant changes resulted in a significant 24-32 % reduction in the estimated CVD risk .,Positive,positive
Uponor improved its performance in spite of the decrease in residential construction in the US .,Positive,positive
"Simultaneously , his responsibility area is extended from legal affairs to cover also mergers and acquisitions .",Neutral,neutral
"Once your plants are in the ground they will continue to grow , but the success of any garden lies in how well it 's maintained .",Neutral,neutral
"Poyry 's contract includes engineering management , civil and detail engineering services , and time scheduling and procurement services .",Neutral,neutral
"Addus ' services include personal care and assistance with activities of daily living , skilled nursing and rehabilitative therapies , and adult day care .",Neutral,neutral
"Aldata Solution Oyj Bertrand Sciard President and CEO Further information : Aldata Solution Oyj , Bertrand Sciard , President and CEO , tel. +33 1 46 48 28 00 Aldata 100 % Retail-Wholesale At Aldata 100 % of our business is dedicated to retail and wholesale business improvement .",Neutral,neutral
Alfa group will have 43.9 % of voting stock in the new company and Telenor 35.4 % with a free float of 20.7 % .,Neutral,neutral
Altogether 150 subjects with mildly elevated cholesterol levels participated in the four-month long intervention .,Neutral,neutral
"Arto Ryymin , born 1964 , will replace Juhani Kaisanlahti who has worked as acting EVP , Healthcare & Welfare since August 2007 .",Neutral,neutral
At CapMan Haavisto will be responsible for Group Finances and Accounting and IT .,Neutral,neutral
"Cablevision Systems Corp. CVC Their Madison Square Garden division owns and operates the New York Knickerbockers basketball team ; they also own the Madison Square Garden Arena , the New York Rangers hockey team , the New York Liberty women 's basketball team , and the Hartford Wolf Pack hockey team .",Neutral,neutral
"CapMan has six investment areas CapMan Buyout , CapMan Technology , CapMan Life Science , CapMan Russia , CapMan Public Market and CapMan Real Estate , and each of them has a dedicated team and funds .",Neutral,neutral
"CapMan Plc Press Release 31 March 2008 Jukka Ruuska , President of the OMX Nordic Exchanges and the Stockholm Stock Exchange , will transfer to CapMan effective no later than September 2008 .",Neutral,neutral
"cents The profile contains business operations , the company history , major products and services , prospects , key competitors , structure and key employees , locations and subsidiaries .",Neutral,neutral
"Conference Call To participate via a conference call , please dial in 5-10 minutes before the beginning of the event : +44 0 20 7162 0025 Europe or +1 334-á323-á6201 USA .",Neutral,neutral
Construction is scheduled to start in April-June 2007 and to be completed in early 2008 .,Neutral,neutral
"Founded in 1946 , Strand Associates , which provides civil , environmental , transportation , electrical and mechanical engineering services , has 350 employees at 10 offices in Wisconsin , Alabama , Illinois , Indiana , Kentucky and Ohio .",Neutral,neutral
Halonen 's office acknowledged receiving the letter but declined comment .,Neutral,neutral
"Headquartered in this city , the company is nearly 75 years old and focuses on science-based innovation and technology for environmental measurement .",Neutral,neutral
"In 2009 , Lee & Man had a combined annual production capacity of close to 4.5 million tonnes of paper and 300,000 tonnes of pulp .",Neutral,neutral
"In the method the smelt spouts 2 are separated from the working area 6 by a shielding wall 8 , 10 arranged movable in relation to the smelt spouts .",Neutral,neutral
"It is necessary to strengthen the company 's operations , however .",Neutral,neutral
Le Lay succeeds Walter G++nter and will be based in Finland .,Neutral,neutral
"Lemminkainen Infra Oy 's subsidiary Lemminkainen Sverige AB will perform the construction work , which is expected to start in early 2011 and to be completed in the summer of 2013 .",Neutral,neutral
"Los Angeles-based Pacific Office Properties Trust acquires , owns , and operates office properties in the western U.S. , focusing initially on the markets of Honolulu , San Diego , Los Angeles , and Phoenix .",Neutral,neutral
"Mr. Mikko Saavalainen , head of Comptel 's Global Sales concludes : `` Gibtelecom provides a perfect illustration of the variety of business , technical and regulatory challenges operators are facing in their OSS today .",Neutral,neutral
"Professional and consumer applications include personal navigation , personal safety , field and workflow management , and asset tracking .",Neutral,neutral
Satama and Trainers ' House will remain as names and independent brands of the business areas .,Neutral,neutral
"The above mentioned shareholders will suggest that a monthly salary of EUR 1,400 would be paid for the Board members outside the company .",Neutral,neutral
"The address location is provided to a local controller , preferably by wireless transmission , which then uses the address location to access the appliance control module .",Neutral,neutral
The Bank is also examining the benefits of transferring the Swedish business to operate as a branch office so that the operations would be governed by Finland 's laws .,Neutral,neutral
"The donations are granted to Aalto University and the universities of Helsinki , Tampere , Turku , Eastern Finland , Jyv+ñskyl+ñ , Oulu and Vaasa , and to polytechnics to be announced later .",Neutral,neutral
"The guidance has been set at 90 basis points over mid-swaps , the report said .",Neutral,neutral
The invention carries International Patent Publication No. .,Neutral,neutral
"The inventors are Bylander Johan , Ponten Fredrik and Lundberg Jorgen .",Neutral,neutral
"The inventors are Mukkavilli Krishna Kiran , Sabharwal Ashutosh and Aazhang Behnaam .",Neutral,neutral
"The Inventors are Ridge Justin , Bao Yiliang and Karczewicz Marta .",Neutral,neutral
The issuer is solely responsible for the content of this announcement .,Neutral,neutral
The issuer is solely responsible for the content of this announcement .,Neutral,neutral
"The market making in accordance with the agreement will begin on September 24 , 2009 .",Neutral,neutral
"The offer price is $ 35 million , including cash of $ 10 million as net debt assumption of FACE , and $ 20 million worth of Cencorp shares to be issued to Savcor .",Neutral,neutral
The original patent was filed in Finland under application No. .,Neutral,neutral
The Swedish subsidiary holds 1.0 % net smelter return `` NSR '' royalties over two advanced copper projects in northern Sweden - the Viscaria and Adak Projects - being developed by Avalon Minerals Ltd. ASX : AVI .,Neutral,neutral
"The total investment in the Vantaa plant extension will amount to around 10 million euro , and Okmetic 's share of the investments will be worth around 2.7 million .",Neutral,neutral
Welcome !,Neutral,neutral
"You need to be ready when the window opens up , Rosberg said .",Neutral,neutral
`` Directors and shareholders alike should ask why these practices were allowed to continue . '',Neutral,neutral
`` The issues identified by Stonesoft affect a range of content inspection technology .,Neutral,neutral
`` They want my credit card info and my personal details .,Neutral,neutral
About Dopplr Dopplr is a service for smart travellers .,Neutral,neutral
"According to Sweden 's Minister for Local Government and Financial Markets , Mats Odell , the decision to sell the State 's shares in telecom group TeliaSonera can only be carried out in cooperation with the State of Finland .",Neutral,neutral
"According to CapMan Plc 's Corporate Governance , the majority of the committees ' members shall be independent of the Company .",Neutral,neutral
"According to Finnair Technical Services , the measure is above all due to the employment situation .",Neutral,neutral
"According to Honka Japan 's Managing Director Marko Saarelainen , Honkarakenne exports about 200 ready made log houses to Japan a year .",Neutral,neutral
"According to preliminary data from Slovakia 's Statistics Office , goods worth E36 .4 million were imported from Finland between January and October 2010 , making up 0.1 percent of Slovakia 's total imports .",Neutral,neutral
"According to Seikku , the retail sector in Finland is controlled by 3-4 large actors , while food manufacturers are still relatively small .",Neutral,neutral
"Also , a six-year historic analysis is provided for these markets .",Neutral,neutral
"Also , a six-year historic analysis is provided for this market .",Neutral,neutral
Amanda said that it had already made a USD5 .0 m investment commitment in Russia Partners II fund in July 2005 .,Neutral,neutral
"An  of the invention , released by the Patent Office , said : `` The chambers are pressurized .",Neutral,neutral
An audio webcast will be available live and archived on Cerner 's Web site at www.cerner.com .,Neutral,neutral
BasWare Order Matching automatically matches purchase invoices with approved purchase orders .,Neutral,neutral
"Capacity of the facility made by Finland 's Vaahto Group is 86,000 tons of light coated paper .",Neutral,neutral
"CapMan , an asset manager , has EUR 3bn worth of assets under management in the Nordic region .",Neutral,neutral
"CapMan has four investment areas ( CapMan Buyout , CapMan Technology , CapMan Life Science and CapMan Real Estate ) , and each of them has a dedicated team .",Neutral,neutral
Castecka said the town hall would hold talks with other investors interested in the zone .,Neutral,neutral
"Changes being announced today will be effective after the close of trading on Friday , June 19 , 2009 .",Neutral,neutral
"CHS Expo Freight is a major Finnish fair , exhibition and culture logistics company that provides logistics services to various events by land , air and sea .",Neutral,neutral
Competition authorities will have to approve the deal before it can be finalized .,Neutral,neutral
"Complete name of shareholder : Otto Henrik Bernhard Nyberg For further information , please contact Maija-Liisa Friman , CEO , tel. +358 9 7597 0711 .",Neutral,neutral
Completion of the transaction is subject to a final agreement and a Due Diligence process .,Neutral,neutral
Construction is expected to be completed in the summer of 2011 .,Neutral,neutral
Dragonfly Love is another video shot from start to finish using the Nokia N8 .,Neutral,neutral
"Elcoteq 's Electronics Manufacturing Services ( EMS ) Business Segment serves customers globally in Engineering , Manufacturing and Fulfillment services .",Neutral,neutral
"EQT has completed its exit from Salcomp , a Finnish company that makes mobile phone chargers , by selling its remaining stake to Swedish investment group Nordstjernan for about ( EURO ) 35 million ( $ 47 million ) .",Neutral,neutral
"FinancialWire ( tm ) , in cooperation with the Investrend Broadcast Syndicate , also provides complete , daily conference call and webcast schedules as a service to shareholders and investors via the FirstAlert ( tm ) Networks oeFirstAlert ( tm ) Daily .",Neutral,neutral
"Following the registration , the number of issued and outstanding shares of Basware is 12,890,829 .",Neutral,neutral
Fortum had previously bought the state-held stake in TGK-10 from RAO UES during its reform .,Neutral,neutral
"Goodwill and other intangible assets account for some 2.0 mln euro ( $ 2.6 mln ) of the purchase price , 20 pct of which payable in Aspo shares .",Neutral,neutral
"Harold W. Young is an independent broker working closely with several retailers including Ahold USA , Market Basket , CVS , BJ 's Wholesale Club , Hannaford and Cumberland Farms .",Neutral,neutral
"Honkarakenne mainly exports large luxury log houses to Russia to be used as one-family houses or holiday homes ; 70 % of sales go to the Moscow region , about 20 % to the St Petersburg region , and the remainder to other locations .",Neutral,neutral
"In providing managed services , Nokia takes responsibility for building , operating and transferring as well as optimising the Indosat 3G network .",Neutral,neutral
"In today s business , you have to pre-empt what consumers want , said Mohammed Zainalabedin , General Manager , Zain Bahrain .",Neutral,neutral
Insurance policies should be simple .,Neutral,neutral
"It is a member of the OneWorld alliance , which includes American Airlines and British Airways .",Neutral,neutral
It is expected to be completed by the end of 2007 .,Neutral,neutral
It will provide heating in the form of hot water for the sawmill 's needs .,Neutral,neutral
Its 168 asset management experts manage assets worth over EUR 35 billion .,Neutral,neutral
Jon Risfelt is 49 years old holds a Master of Science in Chemical Engineering from the Swedish Royal Institute of Technology .,Neutral,neutral
Juha Haapakoski will continue as Editor-in-Chief with budget responsibility also with the new publisher .,Neutral,neutral
"Jun. 25 , 2008 ( Boy Genius Report delivered by Newstex ) -- The Nokia ( NYSE : NOK ) N78 , huh ?",Neutral,neutral
"Last July , the group said it intended to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of France , where it already operates a hook manufacturing and distribution unit .",Neutral,neutral
"LKAB , headquartered in Lulea , Sweden , is a high-tech mining company producing upgraded iron ore products for the steel industry .",Neutral,neutral
"Look out for vintage fabric cushion covers , '70s coffee pots , ceramic serving dishes , cocktail glasses , and stainless steel party dishes .",Neutral,neutral
"Name of Applicant : Jot Automation OYName of Inventor : Mammila Tuomo , Piirainen Mika and Kellokoski MikaApplication No. : 2424-KOLNP-2008 ADate of filing of Application : 16-06-2008Publication Date : 30/01/2009",Neutral,neutral
National sponsors for The Big Read include National Endowment for the Arts in cooperation with the Institute of Museum and Library Services and Arts Midwest .,Neutral,neutral
Neste Oil Corporation Refining Operation Asset Summary Report Summary Neste Oil Corporation Refining Operation Assets Summary Report is an essential source for company data and information .,Neutral,neutral
"Of these shares 14,747,084 are held by the Company and the number of outstanding shares and voting rights attached to the shares amounts thus to 161,256,847 .",Neutral,neutral
"Oka specialises in new construction , renovation work of residential and non-residential building as well as premises for industrial and logistical use .",Neutral,neutral
Okmetic Board of Directors has also decided on a new share ownership program directed to the company 's top management .,Neutral,neutral
"Panostaja , headquartered in Tampere , Finland , is an investment company focusing on small and medium-sized Finnish companies operating in the traditional industries .",Neutral,neutral
Pertti Ervi is independent from the Company and its major shareholders .,Neutral,neutral
"Please inform IR Johanna Koskinen of your participation no later than 20 April at 10 a.m. A telephone conference for financial analysts and investors , conducted in English , will begin at 3:00 p.m. Finnish time ( EET ) .",Neutral,neutral
"Previously , the plant was expected to be completed by the end of 2008 .",Neutral,neutral
"Prothious Engineering ( www.prothious.com ) employs more than 1,000 and has a large portfolio of projects and an annual detailing capacity of more than 100,000 tonnes .",Neutral,neutral
Rapala aims to move the distribution unit Ragot from Loudeac in Bretagne and the distribution unit Waterqueen and the fishing line supplier Tortue from Saint Marcel in Central France to Morvillars .,Neutral,neutral
"RAPALA TOURNAMENT FISHING : With all the major titles already out for the holidays , bargain-priced games such as Rapala aim for a smaller audience .",Neutral,neutral
"RFID ( Radio Frequency Identification ) is a method of so-called intelligent transport , whereby information can be read and saved remotely .",Neutral,neutral
"Sanoma also has an Executive Committee , in accordance with the Company 's Articles of Association , that prepares proposals for matters to be decided or noted by the Board of Directors .",Neutral,neutral
"Sarantel , based in Wellingborough , UK , designs high-performance antennas for portable wireless devices .",Neutral,neutral
Shares will be acquired in accordance with section 5 of the rules of NASDAQ OMX Helsinki and other rules applicable to the acquisition of own shares .,Neutral,neutral
"She will succeed Krister Kylas , who has decided to leave TeliaSonera .",Neutral,neutral
Shuweihat 2 got under way in July 2008 when the project was awarded to desalination and power contractors .,Neutral,neutral
"Simmons Elected DCUC Chairman PORTSMOUTH , N.H.-Gordon A. Simmons , CEO of Service Credit Union , has been elected chairman of the Defense Credit Union Council for the 2007-2008 term .",Neutral,neutral
Stock Exchange Release 10/3/2011 12:00 Sanoma has published its Annual Report and Financial Statements for 2010 and its first Corporate Responsibility Report .,Neutral,neutral
"Stockholm-based Nordea Bank ( STO : NDA ) said yesterday it had hired Casper von Koskull to lead its corporate merchant banking and capital markets unit , effective 1 September .",Neutral,neutral
"Swedish , Finnish and Danish listed companies are organized in three market cap segments , Nordic Large Cap , Mid Cap and Small Cap .",Neutral,neutral
Symphony Services provides development services for Aldata GOLD .,Neutral,neutral
"Tekla provides 3D software for building and infrastructure engineering , with a focus on building information modelling of steel and concrete structures from design to construction .",Neutral,neutral
